phi_composition_average,AtomicNumber_min_value,AtomicWeight_min_value,k_condition,Number_min_value,BCCvolume_padiff_composition_average,ThermalExpansionCoefficient_min_value,ElectronAffinity_difference,ShearModulus_composition_average,CovalentRadius_max_value,phi_max_value,BulkModulus_min_value,NUnfilled_composition_average,ICSDVolume_max_value,BCCfermi_max_value,HeatFusion_max_value,NpValence_composition_average,valence_composition_average,NValance_composition_average,IsBoron_arithmetic_average,CovalentRadius_arithmetic_average,n_ws^third_difference,ThermalConductivity_composition_average,GSenergy_pa_composition_average,IonizationEnergy_min_value
1.7600000000000002,51.0,121.76,300,51.0,-5.665999999799999,11.0,89.15,17.6,139.0,4.4,42.0,2.4,33.9,8.38916182,19.79,3.6,5.6,15.6,0.0,138.5,0.0,11.13,-3.5317264400019996,833.7
4.566666666666666,27.0,58.933195,400,27.0,-3.2608641975308643,11.0,72.0,33.333333333333336,142.0,5.1,42.0,3.0246913580246915,30.2,8.39826763,19.79,2.2345679012345685,4.481481481481481,13.493827160493824,0.3333333333333333,135.66666666666669,0.5800000000000001,43.69876543209877,-4.831065743950617,558.3
2.2016339869281047,16.0,32.065,700,16.0,-5.31410863196732,4.8,104.42,14.470588235294118,154.0,4.65,7.7,3.8235294117647056,25.7,8.63699786,37.48,2.0915032679738563,6.084967320261438,6.084967320261438,0.0,132.66666666666669,0.15999999999999992,54.922745098039215,-7.162164391858952,684.9
4.5625766871165645,27.0,58.933195,700,27.0,-3.2398159509202453,11.0,72.0,33.12883435582822,142.0,5.1,42.0,3.03680981595092,30.2,8.39826763,19.79,2.2269938650306744,4.472392638036808,13.49079754601227,0.3333333333333333,135.66666666666669,0.5800000000000001,43.931288343558286,-4.81778805202454,558.3
1.413,8.0,15.9994,1000,8.0,-1.2282172414,11.3,0.0,17.451999999999998,190.0,4.45,17.0,2.38,44.1,7.57494268,12.91,2.4,3.02,5.42,0.0,142.75,0.7000000000000001,38.06844,-5.1381795102679995,589.8
1.7531249999999998,8.0,15.9994,300,8.0,-1.1278125,13.0,0.0,20.1375,176.0,5.1,17.0,1.875,44.1,6.14041474,16.2,2.25,2.25,6.0,0.0,122.66666666666666,0.84,62.6504125,-4.81110452625,589.8
1.4132,8.0,15.9994,1000,8.0,-1.22385057474,9.4,0.0,17.372,194.0,4.45,17.0,2.3,44.1,7.57494268,12.91,2.4,3.04,5.58,0.0,143.75,0.7000000000000001,37.94644,-5.101471868701402,564.0
4.2683333333333335,28.0,58.6934,300,28.0,-2.8061,5.7,71.0,42.34666666666666,175.0,5.2,42.0,4.659999999999998,30.2,9.05054728,21.0,0.6733333333333333,3.6733333333333333,9.34,0.0,144.25,0.51,59.718,-6.018818840000002,660.0
1.256,8.0,15.9994,700,8.0,-1.2693,8.6,0.0,10.418,195.0,3.8,41.0,2.98,56.0,3.23208944,14.15,2.4,2.42,4.82,0.0,152.75,0.68,5.51984,-4.8413190105,549.5
4.7767800000000005,14.0,28.0855,400,14.0,-3.8865366666666663,2.6,109.6,27.32866666666667,132.0,5.1,100.0,3.999333333333333,20.0,9.91441468,50.21,1.3333333333333333,4.664666666666666,5.334,0.0,123.0,0.27,125.4132,-6.377636726523333,758.0
1.96576,8.0,15.9994,700,8.0,-1.12944,11.8,117.1,32.288000000000004,139.0,4.93,58.0,2.8,27.0,9.05054728,13.81,2.416,3.584,6.848000000000001,0.0,112.33333333333334,0.53,32.131640000000004,-6.133673388840001,708.6
1.4005999999999998,8.0,15.9994,700,8.0,-1.2383172414,21.7,0.0,17.13,187.0,4.45,17.0,2.2,44.1,7.57494268,12.91,2.4,3.02,5.68,0.0,142.0,0.7000000000000001,38.42244,-5.038369596368,589.8
1.96576,8.0,15.9994,300,8.0,-1.12944,11.8,117.1,32.288000000000004,139.0,4.93,58.0,2.8,27.0,9.05054728,13.81,2.416,3.584,6.848000000000001,0.0,112.33333333333334,0.53,32.131640000000004,-6.133673388840001,708.6
2.036,11.0,22.98976928,300,11.0,-3.235933333205,18.8,142.26,9.2395,166.0,4.1,6.3,2.97,39.7,8.30350334,17.38,2.98,4.97,21.73,0.0,142.5,0.33,19.84325,-3.4026643514845496,495.8
4.66175081251069,8.0,15.9994,400,8.0,-3.791601797392071,2.6,0.0,26.771075935209677,190.0,5.1,41.0,4.025671390413031,32.9,9.91441468,50.21,1.3684390584086632,4.590152502006605,5.3163988999855265,0.0,125.0,0.56,121.51990289345909,-6.34676510937782,616.0
2.0489999999999995,52.0,127.6,300,52.0,-3.3290166665,18.8,160.15,10.786,146.0,4.1,43.0,3.005,33.9,8.30350334,17.38,2.995,4.995,21.995,0.3333333333333333,143.0,0.029999999999999805,18.879,-3.3783842979350003,589.3
4.462352941176472,26.0,55.845,700,26.0,-3.1101470588235296,5.2,77.0,33.82352941176471,207.0,5.1,28.0,3.5294117647058822,37.4,8.38916182,19.79,2.117647058823529,4.941176470588236,12.705882352941178,0.0,151.0,0.5900000000000001,37.982352941176465,-5.074866852352941,538.1
3.8516666666666666,12.0,24.305,300,12.0,-1.965666666666667,2.6,0.0,11.173333333333332,176.0,4.7,17.0,1.3333333333333333,44.1,9.91441468,50.21,0.6666666666666666,2.666666666666667,2.666666666666667,0.0,142.66666666666666,0.59,154.06666666666666,-2.8432551625833336,589.8
1.2155999999999998,8.0,15.9994,400,8.0,-1.2986,6.9,0.0,8.9,201.0,3.8,32.0,2.88,56.0,3.44641484,14.15,2.4,2.3600000000000003,4.880000000000001,0.0,155.5,0.68,5.0304400000000005,-4.6251682558,530.0
1.4096,8.0,15.9994,700,8.0,-1.267416551744,7.3,0.0,16.796799999999998,176.0,4.45,17.0,2.24,44.1,8.46315729,30.0,2.424,3.008,5.6,0.0,138.6,0.7299999999999999,40.55444,-5.07263907498528,589.8
3.579214285714285,11.0,22.98976928,400,11.0,-2.25607142857,11.0,0.0,15.43957142857143,176.0,4.4,6.3,2.0042857142857144,44.1,8.38916182,19.79,1.4285714285714286,3.4242857142857144,7.710000000000001,0.25,150.5,0.57,129.73285714285714,-3.131693741364272,495.8
1.7831249999999998,8.0,15.9994,400,8.0,-1.167,13.0,0.0,20.22375,176.0,5.1,17.0,1.93125,44.1,8.46315729,16.2,2.30625,2.30625,6.50625,0.0,129.0,0.84,59.047975,-4.84908011690625,589.8
2.966666666666667,29.0,63.54600000000001,300,29.0,-1.91,16.5,76.66000000000003,33.23333333333333,132.0,4.45,8.3,1.3333333333333333,29.8,5.61176057,13.6,1.3333333333333333,3.333333333333333,12.666666666666664,0.0,126.0,0.0,268.0133333333333,-3.6107005166666655,745.4
3.6605769230769236,11.0,22.98976928,400,11.0,-2.3431410256346155,11.0,0.0,15.998076923076924,176.0,4.4,6.3,2.173076923076924,44.1,8.38916182,19.79,1.5384615384615383,3.5192307692307687,8.134615384615385,0.25,150.5,0.57,123.46538461538462,-3.2126650815063464,495.8
1.256,8.0,15.9994,300,8.0,-1.2693,8.6,0.0,10.418,195.0,3.8,41.0,2.98,56.0,3.23208944,14.15,2.4,2.42,4.82,0.0,152.75,0.68,5.51984,-4.8413190105,549.5
1.5729999999999995,8.0,15.9994,400,8.0,-1.0840999999999998,5.7,112.1,0.0,142.0,4.55,0.0,3.18,26.1,8.39826763,36.94,2.82,2.42,8.82,0.3333333333333333,109.33333333333334,0.20000000000000015,32.366440000000004,-3.9597806787,558.3
1.413,8.0,15.9994,700,8.0,-1.2282172414,11.3,0.0,17.451999999999998,190.0,4.45,17.0,2.38,44.1,7.57494268,12.91,2.4,3.02,5.42,0.0,142.75,0.7000000000000001,38.06844,-5.1381795102679995,589.8
3.8516666666666666,12.0,24.305,400,12.0,-1.965666666666667,2.6,0.0,11.173333333333332,176.0,4.7,17.0,1.3333333333333333,44.1,9.91441468,50.21,0.6666666666666666,2.666666666666667,2.666666666666667,0.0,142.66666666666666,0.59,154.06666666666666,-2.8432551625833336,589.8
1.7758333333333334,8.0,15.9994,300,8.0,-0.8349310344999998,21.7,297.1,19.036666666666672,198.0,4.45,17.0,4.1,44.1,7.57494268,12.91,2.0,3.1166666666666667,6.533333333333332,0.0,144.75,0.7000000000000001,15.205366666666665,-5.314697535723333,543.0
2.966666666666667,29.0,63.54600000000001,1000,29.0,-1.91,16.5,76.66000000000003,33.23333333333333,132.0,4.45,8.3,1.3333333333333333,29.8,5.61176057,13.6,1.3333333333333333,3.333333333333333,12.666666666666664,0.0,126.0,0.0,268.0133333333333,-3.6107005166666655,745.4
2.2016339869281047,16.0,32.065,300,16.0,-5.31410863196732,4.8,104.42,14.470588235294118,154.0,4.65,7.7,3.8235294117647056,25.7,8.63699786,37.48,2.0915032679738563,6.084967320261438,6.084967320261438,0.0,132.66666666666669,0.15999999999999992,54.922745098039215,-7.162164391858952,684.9
4.385,22.0,47.867,400,22.0,-2.6326666666666667,7.3,101.0,45.96,164.0,5.2,58.0,4.66,27.0,9.05054728,30.0,0.6666666666666666,3.6733333333333333,9.34,0.0,146.75,0.51,59.94533333333334,-5.776320222733332,658.0
1.7531249999999998,8.0,15.9994,400,8.0,-1.1278125,13.0,0.0,20.1375,176.0,5.1,17.0,1.875,44.1,6.14041474,16.2,2.25,2.25,6.0,0.0,122.66666666666666,0.84,62.6504125,-4.81110452625,589.8
1.2357142857142858,8.0,15.9994,1000,8.0,-1.3742857142857143,7.3,0.0,7.857142857142858,195.0,4.05,110.0,2.257142857142857,56.0,4.90182207,30.0,2.2857142857142856,2.3142857142857136,4.6,0.0,146.25,0.7999999999999999,5.198514285714285,-4.375948688857143,549.5
4.270666666666667,28.0,58.6934,400,28.0,-2.827033333333333,5.7,71.0,42.36666666666667,175.0,5.2,58.0,4.66,27.0,9.05054728,30.0,0.6666666666666666,3.6733333333333333,9.34,0.0,150.5,0.51,60.20666666666666,-6.028092491500001,660.0
1.4976190476190476,16.0,32.065,700,16.0,-7.408779761904763,8.6,180.42,13.047619047619047,160.0,4.15,7.7,3.7142857142857135,27.0,9.05054728,14.15,2.761904761904762,5.238095238095238,6.666666666666668,0.0,134.66666666666669,0.28,14.895095238095234,-4.953480676845238,658.0
1.56,8.0,15.9994,1000,8.0,-0.997,32.1,112.1,0.0,142.0,3.9,0.0,3.2,26.1,8.39826763,3.2910000000000004,2.8,2.4,8.8,0.5,104.0,0.0,32.80044,-3.920795927,558.3
4.384166666666667,22.0,47.867,700,22.0,-2.6321666666666665,7.3,101.0,45.98,164.0,5.2,58.0,4.663333333333333,27.0,9.05054728,30.0,0.6666666666666666,3.67,9.336666666666666,0.0,146.75,0.51,59.83933333333333,-5.768593241366668,658.0
1.9584400000000002,8.0,15.9994,300,8.0,-1.0632,8.6,121.1,32.343999999999994,160.0,4.93,110.0,2.8480000000000003,17.6,6.45149343,14.15,2.4,3.5760000000000005,6.752000000000002,0.0,119.33333333333334,0.25,31.540840000000003,-6.162145800119999,658.0
1.65625,15.0,30.973762,300,15.0,-7.469326636874999,8.6,180.42,5.85,160.0,5.55,7.7,3.25,28.5,10.06787517,18.54,3.0,5.25,8.25,0.25,129.25,0.5299999999999998,8.6975,-4.491812160781251,589.3
4.5625766871165645,27.0,58.933195,300,27.0,-3.2398159509202453,11.0,72.0,33.12883435582822,142.0,5.1,42.0,3.03680981595092,30.2,8.39826763,19.79,2.2269938650306744,4.472392638036808,13.49079754601227,0.3333333333333333,135.66666666666669,0.5800000000000001,43.931288343558286,-4.81778805202454,558.3
1.2307692307692308,8.0,15.9994,1000,8.0,-1.3198717948717948,4.5,81.1,41.282051282051285,162.0,4.8,310.0,3.025641025641025,17.3,7.37947651,52.31,2.9743589743589745,3.025641025641025,9.589743589743591,0.0,114.0,0.0,44.81422051282051,-6.859871062692307,770.0
1.4842857142857142,51.0,121.76,700,51.0,-3.3910238093428564,5.2,140.15,15.257142857142856,207.0,4.4,28.0,5.0285714285714285,37.4,8.38916182,19.79,2.257142857142857,4.685714285714286,10.4,0.0,161.33333333333334,0.08000000000000007,7.755714285714285,-3.9347229354779993,538.1
4.670504,5.0,10.811,1000,5.0,-5.497449199999998,2.6,106.6,0.0,120.0,5.3,100.0,4.0008,22.2,10.25960696,50.21,1.9992,3.9992,5.9975999999999985,0.3333333333333333,105.0,0.3799999999999999,130.297296,-5.264273957672937,762.1
3.8643333333333336,12.0,24.305,400,12.0,-1.912,2.6,0.0,11.533333333333333,145.0,4.7,45.0,1.3133333333333332,23.4,9.91441468,50.21,0.6533333333333333,2.6533333333333333,2.713333333333333,0.0,132.33333333333334,0.3300000000000001,155.20666666666668,-2.8187573787,731.0
1.9928571428571429,16.0,32.065,400,16.0,-3.9578720236428566,4.8,104.42,16.57142857142857,154.0,4.65,7.7,3.7142857142857135,33.9,8.63699786,37.48,2.2857142857142856,6.0,11.0,0.0,132.33333333333334,0.0,60.337071428571434,-6.511641491817143,684.9
3.657692307692308,13.0,26.9815386,700,13.0,-2.3607692307692307,11.0,0.0,16.076923076923073,176.0,4.4,17.0,2.1538461538461537,44.1,8.38916182,19.79,1.5384615384615383,3.5384615384615383,8.153846153846152,0.3333333333333333,145.33333333333334,0.4799999999999999,124.6,-3.2258975465384614,577.6
1.8428571428571427,8.0,15.9994,1000,8.0,-0.9633333332857142,13.0,88.39999999999998,21.9,166.0,5.1,6.3,2.142857142857143,39.7,6.14041474,16.2,2.2857142857142856,2.142857142857143,6.142857142857142,0.0,119.33333333333334,0.93,48.86708571428571,-4.921169613332856,495.8
2.5388888888888888,16.0,32.065,700,16.0,-4.516388888888888,4.8,104.42,17.333333333333332,154.0,4.65,7.7,3.111111111111111,25.7,8.63699786,37.48,1.7777777777777777,5.111111111111111,7.111111111111112,0.0,130.33333333333334,0.30000000000000004,135.23066666666668,-6.254277758333332,684.9
4.228571428571429,30.0,65.38,700,30.0,-1.8014285714285714,11.0,0.0,33.142857142857146,139.0,4.4,42.0,1.2857142857142858,30.2,8.38916182,19.79,1.2857142857142858,3.2857142857142856,13.285714285714285,0.0,130.5,0.06000000000000005,76.7,-2.47315524,833.7
4.256375,28.0,58.6934,700,28.0,-4.1200825,5.7,20.0,35.876,175.0,5.2,42.0,4.4995,30.2,9.05054728,27.2,1.0005,3.7505,12.2505,0.0,150.4,0.51,61.66635,-5.679715081375001,642.0
1.4134,8.0,15.9994,400,8.0,-1.2197839080600001,9.8,0.0,17.451999999999998,192.0,4.45,17.0,2.26,44.1,7.57494268,12.91,2.4,3.02,5.62,0.0,143.25,0.7000000000000001,38.04844,-5.1004358523014,581.0
2.5388888888888888,16.0,32.065,400,16.0,-4.516388888888888,4.8,104.42,17.333333333333332,154.0,4.65,7.7,3.111111111111111,25.7,8.63699786,37.48,1.7777777777777777,5.111111111111111,7.111111111111112,0.0,130.33333333333334,0.30000000000000004,135.23066666666668,-6.254277758333332,684.9
1.7671428571428571,51.0,121.76,300,51.0,-3.2628809522214284,5.2,140.15,15.514285714285714,207.0,4.4,28.0,5.092857142857143,37.4,8.38916182,19.79,2.192857142857143,4.621428571428573,10.335714285714284,0.0,161.33333333333334,0.08000000000000007,9.166785714285714,-3.9974696390492137,538.1
2.0489999999999995,52.0,127.6,700,52.0,-3.3290166665,18.8,160.15,10.786,146.0,4.1,43.0,3.005,33.9,8.30350334,17.38,2.995,4.995,21.995,0.3333333333333333,143.0,0.029999999999999805,18.879,-3.3783842979350003,589.3
1.5785714285714283,51.0,121.76,300,51.0,-3.348309523635714,5.2,140.15,15.342857142857143,207.0,4.4,28.0,5.050000000000002,37.4,8.38916182,19.79,2.2357142857142858,4.664285714285715,10.37857142857143,0.0,161.33333333333334,0.08000000000000007,8.226071428571428,-3.955638503335072,538.1
2.252173913043478,32.0,72.64,1000,32.0,-5.078297101282608,5.7,89.15,11.26086956521739,145.0,4.55,42.0,2.739130434782609,33.9,8.38916182,36.94,2.9347826086956523,4.934782608695652,14.869565217391305,0.0,135.5,0.1100000000000001,52.875,-3.725454296052392,731.0
2.2630000000000003,8.0,15.9994,700,8.0,-0.8898999999999999,4.9,371.1,39.77,141.0,4.65,45.0,2.69,23.4,7.97704267,21.0,2.0,2.96,7.209999999999999,0.0,119.5,0.56,124.4317,-5.595354350199998,652.8
4.069629629629628,31.0,69.723,400,31.0,-2.475833333333333,5.7,0.0,0.725925925925926,215.0,4.55,9.6,3.740740740740741,62.8,4.38004256,36.94,1.3703703703703702,3.3703703703703702,11.888888888888891,0.3333333333333333,152.33333333333334,0.56,47.31851851851852,-3.68255334787037,502.9
4.266666666666668,28.0,58.6934,300,28.0,-2.83,5.7,71.0,42.33333333333333,175.0,5.2,58.0,4.666666666666666,27.0,9.05054728,21.0,0.6666666666666666,3.666666666666666,9.333333333333334,0.0,146.0,0.51,60.0,-6.017776738333334,660.0
2.002,11.0,22.98976928,1000,11.0,-3.34769999983,18.8,358.15,10.787,195.0,4.1,6.3,2.89,56.0,8.30350334,17.38,2.94,4.93,21.21,0.0,161.25,0.33,19.2466,-3.3225538558682994,495.8
1.586,8.0,15.9994,700,8.0,-1.1712,5.7,112.1,0.0,142.0,4.55,0.0,3.16,26.1,8.39826763,36.94,2.84,2.44,8.84,0.3333333333333333,109.33333333333334,0.20000000000000015,31.932440000000003,-3.9987654304,558.3
4.383333333333334,22.0,47.867,1000,22.0,-2.631666666666667,8.6,101.0,46.0,160.0,5.2,58.0,4.666666666666666,27.0,9.05054728,17.48,0.6666666666666666,3.666666666666666,9.333333333333334,0.0,141.0,0.51,59.73333333333333,-5.76086626,658.0
1.3559799713876968,52.0,127.6,300,52.0,-3.4537279444921314,5.2,140.15,15.144492131616595,207.0,3.17,28.0,4.994277539341917,37.4,7.95791419,17.38,2.28898426323319,4.716738197424894,10.439198855507867,0.0,172.5,0.0,7.119456366237482,-3.9053752675007147,538.1
4.200740740740741,13.0,26.9815386,1000,13.0,-3.132962962962963,2.6,0.0,8.451851851851849,215.0,4.7,9.6,3.703703703703704,62.8,9.91441468,50.21,1.4074074074074074,3.4074074074074074,3.4074074074074074,0.25,160.5,0.69,154.895,-4.404107027592593,502.9
2.2750000000000004,8.0,15.9994,300,8.0,-0.8899999999999999,4.9,77.1,40.75,139.0,4.65,140.0,2.75,17.3,7.97704267,21.0,2.0,3.0,7.25,0.0,112.33333333333334,0.26,123.8087,-5.6749887925,652.8
3.86575,12.0,24.305,700,12.0,-1.94535,2.6,0.0,11.353333333333332,148.0,4.7,31.0,1.3316666666666666,35.3,9.91441468,50.21,0.6683333333333333,2.668333333333333,2.708333333333333,0.0,133.33333333333334,0.3400000000000001,153.09978333333333,-2.834068835658333,703.3
4.270666666666667,28.0,58.6934,300,28.0,-2.827033333333333,5.7,71.0,42.36666666666667,175.0,5.2,58.0,4.66,27.0,9.05054728,30.0,0.6666666666666666,3.6733333333333333,9.34,0.0,150.5,0.51,60.20666666666666,-6.028092491500001,660.0
1.96296,8.0,15.9994,400,8.0,-1.0638,8.6,121.1,32.495999999999995,160.0,4.93,110.0,2.832,17.6,6.45149343,14.15,2.4,3.584,6.768000000000002,0.0,119.33333333333334,0.25,31.774040000000007,-6.16418682908,658.0
4.66175081251069,8.0,15.9994,700,8.0,-3.791601797392071,2.6,0.0,26.771075935209677,190.0,5.1,41.0,4.025671390413031,32.9,9.91441468,50.21,1.3684390584086632,4.590152502006605,5.3163988999855265,0.0,125.0,0.56,121.51990289345909,-6.34676510937782,616.0
4.67,14.0,28.0855,300,14.0,-5.501,2.6,13.599999999999996,0.0,120.0,4.7,100.0,4.0,22.2,9.91441468,50.21,2.0,4.0,6.0,0.0,115.5,0.1299999999999999,130.38,-5.263142313,762.1
2.036,11.0,22.98976928,700,11.0,-3.32509999983,18.8,137.45,10.777000000000001,166.0,4.1,6.3,2.97,39.7,8.30350334,17.38,2.98,4.97,21.73,0.0,150.0,0.33,19.882,-3.3614781760683003,495.8
2.0504999999999995,8.0,15.9994,400,8.0,-0.7863,23.1,96.1,21.415,122.0,4.2,70.0,1.025,17.3,7.76407342,10.71,2.005,2.005,8.954999999999998,0.3333333333333333,103.0,0.06999999999999984,58.7387,-3.0109230260250004,577.6
2.050125,8.0,15.9994,400,8.0,-0.7871999999999999,23.1,96.1,21.47875,122.0,4.2,70.0,1.00625,17.3,7.76407342,10.71,2.00125,2.00125,8.98875,0.3333333333333333,103.0,0.06999999999999984,58.28495,-3.00152768900625,577.6
4.66175081251069,8.0,15.9994,300,8.0,-3.791601797392071,2.6,0.0,26.771075935209677,190.0,5.1,41.0,4.025671390413031,32.9,9.91441468,50.21,1.3684390584086632,4.590152502006605,5.3163988999855265,0.0,125.0,0.56,121.51990289345909,-6.34676510937782,616.0
1.4132,8.0,15.9994,300,8.0,-1.22385057474,9.4,0.0,17.372,194.0,4.45,17.0,2.3,44.1,7.57494268,12.91,2.4,3.04,5.58,0.0,143.75,0.7000000000000001,37.94644,-5.101471868701402,564.0
4.270666666666667,28.0,58.6934,1000,28.0,-2.827033333333333,5.7,71.0,42.36666666666667,175.0,5.2,58.0,4.66,27.0,9.05054728,30.0,0.6666666666666666,3.6733333333333333,9.34,0.0,150.5,0.51,60.20666666666666,-6.028092491500001,660.0
1.23056,8.0,15.9994,1000,8.0,-1.30188,8.6,0.0,9.716,195.0,3.8,41.0,2.736,56.0,3.35771331,14.15,2.4,2.384,4.928,0.0,153.25,0.68,5.067240000000001,-4.69490452433328,549.5
4.7767800000000005,14.0,28.0855,700,14.0,-3.8865366666666663,2.6,109.6,27.32866666666667,132.0,5.1,100.0,3.999333333333333,20.0,9.91441468,50.21,1.3333333333333333,4.664666666666666,5.334,0.0,123.0,0.27,125.4132,-6.377636726523333,758.0
2.002,11.0,22.98976928,700,11.0,-3.34769999983,18.8,358.15,10.787,195.0,4.1,6.3,2.89,56.0,8.30350334,17.38,2.94,4.93,21.21,0.0,161.25,0.33,19.2466,-3.3225538558682994,495.8
4.10785,31.0,69.723,300,31.0,-2.8354725,5.7,0.0,0.8906000000000001,195.0,4.55,0.0,3.701000000000001,56.0,4.38004256,36.94,1.423,3.4230000000000005,11.963,0.3333333333333333,145.66666666666666,0.5300000000000001,46.16948000000001,-3.7307100479175,549.5
4.268666666666667,28.0,58.6934,300,28.0,-2.828516666666667,5.7,71.0,42.35,175.0,5.2,58.0,4.663333333333333,27.0,9.05054728,30.0,0.6666666666666666,3.67,9.336666666666666,0.0,150.5,0.51,60.10333333333334,-6.022934614916668,660.0
1.21926,8.0,15.9994,700,8.0,-1.29866,6.9,0.0,9.068,201.0,3.8,32.0,2.8680000000000003,56.0,3.44641484,14.15,2.4,2.366,4.868,0.0,155.5,0.68,5.0628400000000005,-4.643245510480001,530.0
4.6748400000000006,14.0,28.0855,300,14.0,-5.5170008095225,2.6,61.89999999999999,0.0,120.0,5.55,11.0,3.9945000000000013,22.2,10.06787517,50.21,2.0055000000000005,4.0055000000000005,5.9945,0.0,112.66666666666666,0.2799999999999998,129.66420250000002,-5.263897830012251,762.1
2.25,24.0,51.9961,700,24.0,-2.9125,4.9,130.96,38.1,145.0,4.65,8.3,2.75,29.8,7.97704267,21.0,2.0,5.0,12.25,0.0,134.66666666666669,0.3699999999999999,131.69500000000002,-4.80317348,652.8
2.2630000000000003,8.0,15.9994,300,8.0,-0.8898999999999999,4.9,371.1,39.77,141.0,4.65,45.0,2.69,23.4,7.97704267,21.0,2.0,2.96,7.209999999999999,0.0,119.5,0.56,124.4317,-5.595354350199998,652.8
3.8643333333333336,12.0,24.305,700,12.0,-1.912,2.6,0.0,11.533333333333333,145.0,4.7,45.0,1.3133333333333332,23.4,9.91441468,50.21,0.6533333333333333,2.6533333333333333,2.713333333333333,0.0,132.33333333333334,0.3300000000000001,155.20666666666668,-2.8187573787,731.0
4.433333333333334,27.0,58.933195,700,27.0,-2.62,7.3,51.0,43.66666666666666,164.0,5.1,58.0,4.666666666666667,27.0,9.05054728,30.0,0.6666666666666666,4.0,9.333333333333334,0.0,143.0,0.51,73.43333333333334,-7.044919255,664.0
4.291666666666667,28.0,58.6934,300,28.0,-2.810833333333333,5.7,10.0,41.83333333333333,175.0,5.2,58.0,4.666666666666666,27.0,9.05054728,27.2,0.6666666666666666,3.666666666666666,11.666666666666668,0.0,153.25,0.51,60.05,-6.252500201666668,642.0
4.228571428571429,30.0,65.38,400,30.0,-1.8014285714285714,11.0,0.0,33.142857142857146,139.0,4.4,42.0,1.2857142857142858,30.2,8.38916182,19.79,1.2857142857142858,3.2857142857142856,13.285714285714285,0.0,130.5,0.06000000000000005,76.7,-2.47315524,833.7
3.848675496688741,12.0,24.305,1000,12.0,-1.7393377483443706,2.6,0.0,11.337748344370858,148.0,4.7,31.0,1.3443708609271523,35.3,9.91441468,50.21,0.6821192052980133,2.6821192052980134,4.165562913907285,0.0,130.0,0.3400000000000001,140.7011258278146,-2.7368824930463576,703.3
1.96576,8.0,15.9994,1000,8.0,-1.12944,11.8,117.1,32.288000000000004,139.0,4.93,58.0,2.8,27.0,9.05054728,13.81,2.416,3.584,6.848000000000001,0.0,112.33333333333334,0.53,32.131640000000004,-6.133673388840001,708.6
1.7559375,8.0,15.9994,300,8.0,-1.11062499999375,13.0,0.0,20.060625,176.0,5.1,6.3,1.89375,44.1,6.14041474,16.2,2.25,2.23125,5.98125,0.0,133.5,0.93,61.5441625,-4.798202872843686,495.8
4.566666666666666,27.0,58.933195,700,27.0,-3.2608641975308643,11.0,72.0,33.333333333333336,142.0,5.1,42.0,3.0246913580246915,30.2,8.39826763,19.79,2.2345679012345685,4.481481481481481,13.493827160493824,0.3333333333333333,135.66666666666669,0.5800000000000001,43.69876543209877,-4.831065743950617,558.3
2.048,52.0,127.6,400,52.0,-3.3313666665,18.8,160.15,10.772,146.0,4.1,43.0,3.01,33.9,8.30350334,17.38,2.99,4.99,21.99,0.3333333333333333,143.0,0.029999999999999805,18.933,-3.371602537535,589.3
4.568730650154799,27.0,58.933195,300,27.0,-3.2714860681114555,11.0,72.0,33.43653250773994,142.0,5.1,42.0,3.0185758513931886,30.2,8.39826763,19.79,2.238390092879257,4.486068111455109,13.495356037151707,0.3333333333333333,135.66666666666669,0.5800000000000001,43.581424148606814,-4.837766251021672,558.3
1.2936,8.0,15.9994,400,8.0,-1.2614,20.6,0.0,2.244,215.0,4.1,9.6,2.0,62.8,8.30350334,7.43,2.8,2.4000000000000004,9.6,0.0,155.5,0.33999999999999986,9.11604,-3.9357004777999998,502.9
4.5708074534161485,27.0,58.933195,400,27.0,-3.282173913043478,11.0,72.0,33.54037267080745,142.0,5.1,42.0,3.012422360248447,30.2,8.39826763,19.79,2.24223602484472,4.490683229813664,13.496894409937887,0.3333333333333333,135.66666666666669,0.5800000000000001,43.463354037267074,-4.844508376149069,558.3
2.026,11.0,22.98976928,700,11.0,-3.337183333165,18.8,358.15,10.7935,195.0,4.1,6.3,2.945,56.0,8.30350334,17.38,2.97,4.965,21.605,0.0,161.25,0.33,19.0358,-3.35385995710165,495.8
1.4,8.0,15.9994,300,8.0,-1.2505172414,21.7,0.0,17.08,176.0,4.45,17.0,2.2,44.1,7.57494268,12.91,2.4,3.0,5.4,0.0,127.0,0.7000000000000001,41.72444,-5.047854106068,589.8
4.670504,5.0,10.811,300,5.0,-5.497449199999998,2.6,106.6,0.0,120.0,5.3,100.0,4.0008,22.2,10.25960696,50.21,1.9992,3.9992,5.9975999999999985,0.3333333333333333,105.0,0.3799999999999999,130.297296,-5.264273957672937,762.1
4.575,27.0,58.933195,300,27.0,-3.30375,11.0,31.0,33.75,139.0,5.1,42.0,3.0,30.2,8.38916182,19.79,2.25,4.5,13.5,0.0,132.5,0.49,43.225,-4.858119041249998,758.0
1.66,52.0,127.6,300,52.0,-5.093999999799999,13.4,80.15,14.4,148.0,4.15,31.0,2.4,35.3,8.46315729,17.38,3.6,5.6,21.2,0.0,143.0,0.0,4.558,-3.4742592640020002,703.3
